type,name,lat,lon,area_m2
way,Julius-Leber-Kaserne,52.556529839370064,13.319027421259843,881692.4645452043
way,General-Steinhoff-Kaserne,52.46933215142859,13.149797189999997,667002.0872061534
way,Standorthallenschießanlage,52.552462675675685,13.256701367567565,174374.82279402763
way,Blücher-Kaserne,52.447201951470575,13.122617960294114,442288.0533398525
way,Standortübungsplatz Berlin,52.477850785416656,13.067411193750003,5477108.364424606
way,Henning-von-Tresckow-Kaserne (Einsatzführungskommando der Bundeswehr),52.383220571014505,12.973736560869567,825987.0080501225
way,Barnim-Kaserne Strausberg,52.529630276,13.827303026,1716886.4595838892
way,Dahme-Spree-Kaserne,52.42573394166667,13.573443233333334,27394.787011130473
way,Havelland-Kaserne,52.405493234615385,12.98022498076923,307797.11328196386
way,Flughafen Berlin Brandenburg Militärischer Teil,52.38080260909089,13.508681660606058,77432.73508795895
