type,name,lat,lon,area_m2
way,Freiwillige Feuerwehr Grünheide (Mark) - Ortswehr Spreeau,52.366496989999995,13.838509230000003,266.00258565805507
way,ehemalige Feuerwache,52.53460153333334,13.266646009523807,1044.3678645255532
way,Freiwillige Feuerwehr Petershagen-Eggersdorf,52.535589933333334,13.82217678888889,312.6380815807563
way,Berufsfeuerwache Marienfelde,52.429739000000005,13.380488266666665,4833.821246942154
way,Feuerwehrdepot,52.3689506,13.702257781818183,256.2976551151785
way,Freiwillige Feuerwehr Bergfelde,52.67287440625001,13.322735362500001,542.5267928920805
way,Flughafenfeuerwehr Nord,52.38093450476191,13.505624352380954,2121.088292563081
way,Alte Feuerwache,52.516240546153846,13.442154892307691,469.014070976799
way,Freiwillige Feuerwehr Vehlefanz,52.720880257142845,13.097455857142858,338.09392112676784
way,Freiwillige Feuerwehr Teltow,52.39529316000001,13.274320159999998,411.18108835479313
way,THW Ortsverband Berlin Spandau,52.551976756000016,13.208919756,1033.1352682252043
way,Freiwillige Feuerwehr,52.60087801818182,13.521710381818185,419.8506480572996
way,Berufsfeuerwache Wittenau,52.58747681999999,13.34120748,4549.232188879166
way,Feuerwehr Großbeeren,52.35550545714286,13.30804167142857,609.724006307995
way,Freiwillige Feuerwehr Hennigsdorf,52.63397432727274,13.201743827272729,1118.1476667044437
way,FW Charlottenburg- Nord (BF 3600),52.53301218333334,13.282508033333334,1220.1960268711769
way,Technischer Dienst I (TD 1 3639),52.53305803000001,13.28332106,1190.1262613931797
way,Werkstatt der Berliner Feuerwehr,52.532840320000005,13.284256719999998,2951.6942310612076
way,Berufsfeuerwache Tegel,52.58648842941176,13.286097594117647,1138.2461880927608
way,Freiwillige Feuerwehr Falkensee,52.56860091428571,13.102575157142857,1299.448067049108
way,THW Ortsverband Berlin Marzahn-Hellersdorf,52.52072446000001,13.54076642,881.2561632313297
way,Freiwillige Feuerwehr Waltersdorf,52.36193917272727,13.554919554545455,428.45157428447044
way,Freiwillige Feuerwehr Gosen,52.39315683333333,13.71304238888889,282.4533547238104
way,Berufsfeuerwache Kreuzberg,52.49869460704224,13.429245623943654,1408.1675237442719
way,Freiwillige Feuerwehr Bornstedt,52.41391428181817,13.027921909090908,291.58790057988705
way,BtFw Mercedes-Benz AG 4708,52.4234451,13.377711340000001,395.0002721972984
way,Ortsfeuerwehr Basdorf,52.72571945714286,13.435038571428572,268.60151852318546
way,Werkfeuerwehr Flughafen Tegel Wache Nord,52.56475652727272,13.2973011,984.733114866471
way,Freiwillige Feuerwehr Hohenschönhausen,52.545242099999996,13.508116455555555,798.5675882936383
way,Freiwillige Feuerwehr Birkenwerder,52.690065972727275,13.278029445454546,335.8157354956546
way,Johanniter-Unfallhilfe Landesverband Berlin/Brandenburg,52.43219047692307,13.292302676923075,457.10069427291785
way,Freiwillige Feuerwehr Schöneiche bei Berlin,52.46675645,13.697967949999999,3691.2851982732664
way,Alte Feuerwache,52.507716824999996,13.399190491666664,729.0602816463801
way,Freiwillige Feuerwehr Zepernick,52.655504325,13.5432279,592.8037838585781
way,Freiwillige Feuerwehr Lichtenrade,52.392560274999994,13.411937625,3223.189300552736
way,Dienstgelände Nikolaus-Groß-Weg,52.53271979148937,13.28397656170213,35101.75336410738
way,Freiwillige Feuerwehr Lübars,52.620963315384614,13.357962715384614,199.68828607459366
way,Freiwillige Feuerwehr Eichstädt,52.69633991999999,13.112862699999999,260.1203834703484
way,Feuerwehr Babelsberg - Klein Glienicke,52.39746793333333,13.09338163333333,139.68378778380062
way,Freiwillige Feuerwehr Schildow,52.63556624,13.374008739999999,430.4773217056394
way,Freiwillige Feuerwehr Blankenfelde,52.61770632857143,13.38754362857143,217.76282246842734
way,Freiwillige Feuerwehr Hohen Neuendorf,52.67288514615385,13.285211576923077,660.1898113421745
way,ASB Wasserrettungsstation Saatwinkel,52.56381557272727,13.248834754545454,380.05670647591955
way,Freiwillige Feuerwehr Waßmannsdorf,52.37096133333333,13.474662749999998,319.6829960566309
way,THW Ortsverband Berlin Pankow,52.6274299,13.485209683333336,530.4383922489523
way,Freiwillige Feuerwehr Selchow,52.35744105714286,13.473338714285713,152.10778504135737
way,Freiwillige Feuerwehr Neu Fahrland,52.445296771428566,13.041130957142858,286.2207737365574
way,Katastrophenschutzzentrum,52.38270126,13.14443116,1058.0338165626972
way,DRK Behindertenwerkstätten,52.382656917647054,13.147060876470588,3677.2338064819223
way,Freiwillige Feuerwehr Priort,52.51787657142857,12.980059514285713,320.791028925377
way,Freiwillige Feuerwehr Elstal,52.5420662,12.990254160000001,289.14631911655783
way,Berufsfeuerwache Berlin-Tiergarten,52.521552833333324,13.366503544444445,502.35751164059235
way,Freiwillige Feuerwehr Schönwalde,52.60011996000001,13.130515159999998,338.97020256618356
way,Freiwillige Feuerwehr Niederschönhausen (2610),52.58199053,13.407199120000001,393.9146398784762
way,Rettungswache Teltow,52.39722002,13.245826119999998,175.82720593295645
way,Feuerwehrhaus,52.54498770000001,13.6398826,413.42497604592074
way,Musikzug Stolpe (ehemals freiwillige Feuerwehr),52.66139433333333,13.256898516666666,187.3112703556339
way,Freiwillige Feuerwehr Fahrland,52.46733928,13.014916319999998,263.2196555432323
way,Freiwillige Feuerwehr Brieselang,52.58822459374999,12.99771378125,420.8858020925767
way,Freiwillige Feuerwehr Großziethen,52.39595960526316,13.444222373684214,752.1508022270006
way,Freiwillige Feuerwehr Hirschfelde,52.636555099999995,13.79992682,208.89211996712172
way,Freiwillige Feuerwehr Woltersdorf,52.45201645555555,13.749753522222221,2783.785575409429
